date,party,votes
2017-12-16,Cs,23.08716537690226
2017-12-16,UP,16.098504739470485
2017-12-16,ERC,3.0253874679983017
2017-12-16,PDC,1.855481207868132
2017-12-16,VOX,1.7
2017-12-16,PAC,1.2015899222097652
2017-12-16,PNV,1.1669131647170827
2017-12-16,BIL,0.7554119936817054
2017-12-16,CC,0.3743988100566319
2017-12-16,COM,0
2017-12-16,MAR,0
2017-12-14,PP,25.636995913702297
2017-12-14,PSOE,23.331863822278798
2017-12-14,Cs,23.070157073216095
2017-12-14,UP,16.104136277156567
2017-12-14,ERC,3.022265365435917
2017-12-14,PDC,1.8547467138516331
2017-12-14,VOX,1.7029880204288252
2017-12-14,PAC,1.2018224975734406
2017-12-14,PNV,1.1663015682598843
2017-12-14,BIL,0.7548787361451327
2017-12-14,CC,0.3740978409858672
2017-12-14,COM,0
2017-12-14,MAR,0
2017-12-12,PP,25.610510528349078
2017-12-12,PSOE,23.349597605092203
2017-12-12,Cs,23.056110809292047
2017-12-12,UP,16.111041045790454
2017-12-12,ERC,3.0216398978188903
2017-12-12,PDC,1.8544009499183776
2017-12-12,VOX,1.703428137389667
2017-12-12,PAC,1.202088372315767
2017-12-12,PNV,1.166221605218892
2017-12-12,BIL,0.7548458013900119
2017-12-12,CC,0.3740296693429457
2017-12-12,COM,0
2017-12-12,MAR,0
2017-12-10,PP,25.581898087075054
2017-12-10,PSOE,23.36820899072994
2017-12-10,Cs,23.04202890850496
2017-12-10,UP,16.118227527890102
2017-12-10,ERC,3.020923050487087
2017-12-10,PDC,1.8540046704848137
2017-12-10,VOX,1.7039322226056557
2017-12-10,PAC,1.2023920891035578
2017-12-10,PNV,1.1661299094314157
2017-12-10,BIL,0.754808034213218
2017-12-10,CC,0.37395149507138603
2017-12-10,COM,0
2017-12-10,MAR,0
2017-12-08,PP,26.23793092374313
2017-12-08,PSOE,23.64780331161168
2017-12-08,Cs,22.190427725144566
2017-12-08,UP,16.010593554830905
2017-12-08,ERC,3.0178414172872596
2017-12-08,PDC,1.80255077484992
2017-12-08,VOX,1.704509303247059
2017-12-08,PAC,1.2027387406120493
2017-12-08,PNV,1.1961687942245716
2017-12-08,BIL,0.754764738217912
2017-12-08,CC,0.3738618766995141
2017-12-08,COM,0
2017-12-08,MAR,0
2017-12-06,PP,26.519790741878623
2017-12-06,PSOE,23.75264226183357
2017-12-06,Cs,21.639517361179617
2017-12-06,UP,16.114577883248177
2017-12-06,ERC,3.092101586316179
2017-12-06,VOX,1.705169595662173
2017-12-06,PDC,1.6734866620769135
2017-12-06,PAC,1.2970700801480415
2017-12-06,PNV,1.1998649414355345
2017-12-06,BIL,0.7553663722149562
2017-12-06,CC,0.3734285416674493
2017-12-06,COM,0
2017-12-06,MAR,0
2017-12-04,PP,26.633363750215597
2017-12-04,PSOE,23.778482150130355
2017-12-04,Cs,21.51651901060607
2017-12-04,UP,16.103048063370828
2017-12-04,ERC,3.07902059620825
2017-12-04,VOX,1.7059246354162898
2017-12-04,PDC,1.6619933428701026
2017-12-04,PAC,1.2974402930044682
2017-12-04,PNV,1.2038544420856458
2017-12-04,BIL,0.7580818328989193
2017-12-04,CC,0.371906879153465
2017-12-04,COM,0
2017-12-04,MAR,0
2017-12-02,PP,26.75114721482649
2017-12-02,PSOE,23.805279992446224
2017-12-02,Cs,21.38896078102221
2017-12-02,UP,16.091090802122057
2017-12-02,ERC,3.0655310435482965
2017-12-02,VOX,1.706787412970974
2017-12-02,PDC,1.6501410493205528
2017-12-02,PAC,1.297764804410389
2017-12-02,PNV,1.2080785687347932
2017-12-02,BIL,0.761066171329144
2017-12-02,CC,0.37023454563557057
2017-12-02,COM,0
2017-12-02,MAR,0
2017-11-30,PP,26.872301165831352
2017-11-30,PSOE,23.8328575119974
2017-11-30,Cs,21.257634322170073
2017-11-30,UP,16.078926299415915
2017-11-30,ERC,3.051748740787544
2017-11-30,VOX,1.7077725121042597
2017-11-30,PDC,1.63803153744666
2017-11-30,PAC,1.2980489990427997
2017-11-30,PNV,1.2125144943855144
2017-11-30,BIL,0.7643282479825644
2017-11-30,CC,0.368406575968925
2017-11-30,COM,0
2017-11-30,MAR,0
2017-11-28,PP,27.000468763845102
2017-11-28,PSOE,23.86395569921428
2017-11-28,Cs,20.70253426996774
2017-11-28,UP,16.069532519383372
2017-11-28,ERC,3.0378002818583645
2017-11-28,VOX,1.7088962468515527
2017-11-28,PDC,1.6257760361739406
2017-11-28,PAC,1.298297688837734
2017-11-28,PNV,1.2171327954342364
2017-11-28,BIL,0.7366707763853875
2017-11-28,CC,0.302090476061337
2017-11-28,COM,0
2017-11-28,MAR,0
2017-11-26,PP,27.795157394393023
2017-11-26,PSOE,24.214258412482486
2017-11-26,Cs,20.150764111887646
2017-11-26,UP,15.970089705318374
2017-11-26,ERC,2.6641462028134284
2017-11-26,VOX,1.9918823526052165
2017-11-26,PDC,1.5023104102328082
2017-11-26,PAC,1.2985151587520087
2017-11-26,PNV,1.1727466969003395
2017-11-26,BIL,0.7354203092501218
2017-11-26,CC,0.3026418500946862
2017-11-26,COM,0
2017-11-26,MAR,0
2017-11-24,PP,27.873117930576814
2017-11-24,PSOE,24.23139129682418
2017-11-24,Cs,20.07668268404499
2017-11-24,UP,15.958332754608742
2017-11-24,ERC,2.6588141049821687
2017-11-24,VOX,1.992910133403838
2017-11-24,PDC,1.5043587705149573
2017-11-24,PAC,1.2987052128716272
2017-11-24,PNV,1.174144515523823
2017-11-24,BIL,0.7337402038356491
2017-11-24,CC,0.3023631173235755
2017-11-24,COM,0
2017-11-24,MAR,0
2017-11-22,PP,28.362418847831027
2017-11-22,PSOE,24.43378441783183
2017-11-22,Cs,19.796079454256507
2017-11-22,UP,15.723197786596547
2017-11-22,ERC,2.654034062611382
2017-11-22,VOX,1.9938105455883677
2017-11-22,PDC,1.5061950550785879
2017-11-22,PAC,1.298871219503859
2017-11-22,PNV,1.1754069874761577
2017-11-22,BIL,0.7322001395007196
2017-11-22,CC,0.3021076176411949
2017-11-22,COM,0
2017-11-22,MAR,0
2017-11-20,PP,28.401661099169722
2017-11-20,PSOE,24.35512968852999
2017-11-20,Cs,19.67392396171205
2017-11-20,UP,15.877490000626398
2017-11-20,ERC,2.6539254006762
2017-11-20,VOX,1.9945987142005535
2017-11-20,PDC,1.5126677543502534
2017-11-20,PAC,1.3
2017-11-20,PNV,1.185892719948501
2017-11-20,BIL,0.7272767319423029
2017-11-20,CC,0.30167165846511246
2017-11-20,COM,0
2017-11-20,MAR,0
2017-11-18,PP,28.405304532576192
2017-11-18,PSOE,24.356266623562302
2017-11-18,Cs,19.67048546097072
2017-11-18,UP,15.8770630055743
2017-11-18,ERC,2.6534002218861925
2017-11-18,VOX,1.9952881265559939
2017-11-18,PDC,1.5122714678699667
2017-11-18,PAC,1.3
2017-11-18,PNV,1.1859911264894794
2017-11-18,BIL,0.7272707745141845
2017-11-18,CC,0.301457176646916
2017-11-18,COM,0
2017-11-18,MAR,0
2017-11-16,PP,28.528870382813828
2017-11-16,PSOE,24.203686276989142
2017-11-16,Cs,19.596953098348482
2017-11-16,UP,16.01998652963915
2017-11-16,ERC,2.6949390183990176
2017-11-16,VOX,1.995890770721736
2017-11-16,PDC,1.538545045899304
2017-11-16,PAC,1.3009184476159794
2017-11-16,PNV,1.1877159492445721
2017-11-16,BIL,0.769307173788991
2017-11-16,CC,0.301073097688875
2017-11-16,COM,0
2017-11-16,MAR,0
2017-11-14,PP,28.519285224913137
2017-11-14,PSOE,24.19581475844438
2017-11-14,Cs,19.619391353026405
2017-11-14,UP,16.012169585577663
2017-11-14,ERC,2.693232775770024
2017-11-14,VOX,1.9964172724494469
2017-11-14,PDC,1.5374865409196141
2017-11-14,PAC,1.3009184476159794
2017-11-14,PNV,1.1877832287000596
2017-11-14,BIL,0.7693458134077968
2017-11-14,CC,0.3009348869792844
2017-11-14,COM,0
2017-11-14,MAR,0
2017-11-12,PP,28.498069201820442
2017-11-12,PSOE,24.18093495537247
2017-11-12,Cs,19.663672232328647
2017-11-12,UP,15.997852647145505
2017-11-12,ERC,2.6904384513473025
2017-11-12,VOX,1.9968770272749115
2017-11-12,PDC,1.5351499170207623
2017-11-12,PAC,1.3009184476159794
2017-11-12,PNV,1.1879643598494318
2017-11-12,BIL,0.7693232287411603
2017-11-12,CC,0.30081586802433297
2017-11-12,COM,0
2017-11-12,MAR,0
2017-11-10,PP,28.485998339409775
2017-11-10,PSOE,24.169571347231017
2017-11-10,Cs,19.697130563044958
2017-11-10,UP,15.984805422363513
2017-11-10,ERC,2.6859227507445547
2017-11-10,VOX,2
2017-11-10,PDC,1.5327805602790343
2017-11-10,PAC,1.3009184476159794
2017-11-10,PNV,1.1882374641930913
2017-11-10,BIL,0.7696071801037134
2017-11-10,CC,0.3
2017-11-10,COM,0
2017-11-10,MAR,0
2017-11-08,PP,28.489067711275663
2017-11-08,PSOE,24.1455726520574
2017-11-08,Cs,19.67789629732649
2017-11-08,UP,15.973447405956719
2017-11-08,ERC,2.6837370248759904
2017-11-08,VOX,2
2017-11-08,PDC,1.5314926324123697
2017-11-08,PAC,1.3009184476159794
2017-11-08,PNV,1.1882374641930913
2017-11-08,BIL,0.7696071801037134
2017-11-08,CC,0.3
2017-11-08,COM,0
2017-11-08,MAR,0
2017-11-06,PP,28.53166853636199
2017-11-06,PSOE,24.184503745740805
2017-11-06,Cs,19.61990323667885
2017-11-06,UP,16.028072102072656
2017-11-06,ERC,2.681349046942214
2017-11-06,VOX,2
2017-11-06,PDC,1.535590145754414
2017-11-06,PAC,1.3010538508822267
2017-11-06,PNV,1.187933496920968
2017-11-06,BIL,0.7651246704778051
2017-11-06,CC,0.3
2017-11-06,COM,0
2017-11-06,MAR,0
2017-11-04,PP,28.614377029683386
2017-11-04,PSOE,24.20658230010781
2017-11-04,Cs,19.516123272003966
2017-11-04,UP,16.065563677069946
2017-11-04,ERC,2.679108890287184
2017-11-04,VOX,2
2017-11-04,PDC,1.539434013678161
2017-11-04,PAC,1.3012089725689742
2017-11-04,PNV,1.1876558660109509
2017-11-04,BIL,0.7609648608956266
2017-11-04,CC,0.29999999999999993
2017-11-04,COM,0
2017-11-04,MAR,0
2017-11-02,PP,28.690869353497934
2017-11-02,PSOE,24.227602313904097
2017-11-02,Cs,19.414304123531053
2017-11-02,UP,16.102346887134537
2017-11-02,ERC,2.677022789180637
2017-11-02,VOX,2
2017-11-02,PDC,1.5430135388471458
2017-11-02,PAC,1.3013866074297449
2017-11-02,PNV,1.1874036264262713
2017-11-02,BIL,0.7571298758359651
2017-11-02,CC,0.3
2017-11-02,COM,0
2017-11-02,MAR,0
2017-10-31,PP,28.77111841564368
2017-10-31,PSOE,24.23504720727437
2017-10-31,Cs,19.31883658231394
2017-10-31,UP,16.1388610144525
2017-10-31,ERC,2.6866884713839356
2017-10-31,VOX,2
2017-10-31,PDC,1.5432257411891448
2017-10-31,PAC,1.3015899222097653
2017-10-31,PNV,1.1913054621951533
2017-10-31,BIL,0.7582568813465662
2017-10-31,CC,0.3
2017-10-31,COM,0
2017-10-31,MAR,0
2017-10-29,PP,28.859192396663957
2017-10-29,PSOE,24.230342040509324
2017-10-29,Cs,19.23117143990879
2017-10-29,UP,16.168850037815783
2017-10-29,ERC,2.7078749043770145
2017-10-29,VOX,2
2017-10-29,PDC,1.540287917920997
2017-10-29,PAC,1.3018224975734405
2017-10-29,PNV,1.1992192762969414
2017-10-29,BIL,0.7642082739935228
2017-10-29,CC,0.3
2017-10-29,COM,0
2017-10-29,MAR,0
2017-10-27,PP,28.94984627234464
2017-10-27,PSOE,24.225505777518585
2017-10-27,Cs,19.140863520960202
2017-10-27,UP,16.199784047912885
2017-10-27,ERC,2.7287438783932965
2017-10-27,VOX,2
2017-10-27,PDC,1.53739411519982
2017-10-27,PAC,1.3020883723157672
2017-10-27,PNV,1.2069109389705532
2017-10-27,BIL,0.7702532100931375
2017-10-27,CC,0.3
2017-10-27,COM,0
2017-10-27,MAR,0
2017-10-25,PP,29.043126857032284
2017-10-25,PSOE,24.22077494966797
2017-10-25,Cs,19.047709779752235
2017-10-25,UP,16.37795875808989
2017-10-25,ERC,2.7491072169144197
2017-10-25,VOX,2
2017-10-25,PDC,1.534570426580595
2017-10-25,PAC,1.302392089103558
2017-10-25,PNV,1.214319098376689
2017-10-25,BIL,0.7763346965370392
2017-10-25,CC,0.29999999999999993
2017-10-25,COM,0
2017-10-25,MAR,0
2017-10-23,PP,29.060760904653623
2017-10-23,PSOE,24.158795449607645
2017-10-23,Cs,18.890085130513103
2017-10-23,UP,16.46320215365903
2017-10-23,ERC,2.759116608628935
2017-10-23,VOX,2
2017-10-23,PDC,1.5373594096549468
2017-10-23,PAC,1.3027387406120494
2017-10-23,PNV,1.2133972459143607
2017-10-23,BIL,0.7823943485839391
2017-10-23,CC,0.3
2017-10-23,COM,0
2017-10-23,MAR,0
2017-10-21,PP,29.123260321327265
2017-10-21,PSOE,24.081493516651033
2017-10-21,Cs,18.78939292446858
2017-10-21,UP,16.578974710762548
2017-10-21,ERC,2.776468795154123
2017-10-21,VOX,2
2017-10-21,PDC,1.5391115218891152
2017-10-21,PAC,1.3970700801480416
2017-10-21,PNV,1.2123816206246734
2017-10-21,BIL,0.7888332773744835
2017-10-21,CC,0.3
2017-10-21,COM,0
2017-10-21,MAR,0
2017-10-19,PP,29.224879327879833
2017-10-19,PSOE,23.971159948391595
2017-10-19,Cs,18.628733333718195
2017-10-19,UP,16.83381069757307
2017-10-19,ERC,2.788275782727146
2017-10-19,VOX,2
2017-10-19,PDC,1.5388570648037578
2017-10-19,PAC,1.3974402930044678
2017-10-19,PNV,1.2116946534894737
2017-10-19,BIL,0.7960421975109617
2017-10-19,CC,0.3
2017-10-19,COM,0
2017-10-19,MAR,0
2017-10-17,PP,29.31407815615407
2017-10-17,PSOE,24.013922392084503
2017-10-17,Cs,18.419276822712437
2017-10-17,UP,16.92509232281434
2017-10-17,ERC,2.7986645015403764
2017-10-17,VOX,2
2017-10-17,PDC,1.5390352761245687
2017-10-17,PAC,1.3976262078039194
2017-10-17,PNV,1.2106278207411514
2017-10-17,BIL,0.8030683636058203
2017-10-17,CC,0.3
2017-10-17,COM,0
2017-10-17,MAR,0
2017-10-15,PP,29.33205776170949
2017-10-15,PSOE,23.967751089867495
2017-10-15,Cs,18.414250836966513
2017-10-15,UP,16.97182854169309
2017-10-15,ERC,2.8089181634199702
2017-10-15,VOX,2
2017-10-15,PDC,1.5392420553512078
2017-10-15,PAC,1.3979095960606744
2017-10-15,PNV,1.209583809663077
2017-10-15,BIL,0.8095956231772229
2017-10-15,CC,0.3
2017-10-15,COM,0
2017-10-15,MAR,0
2017-10-13,PP,29.33660975640083
2017-10-13,PSOE,23.934872094732278
2017-10-13,Cs,18.412965571839734
2017-10-13,UP,17.01460841911034
2017-10-13,ERC,2.8171098786497675
2017-10-13,VOX,2
2017-10-13,PDC,1.5418873896478895
2017-10-13,PAC,1.398157578305403
2017-10-13,PNV,1.209730757204198
2017-10-13,BIL,0.815846253869011
2017-10-13,CC,0.3
2017-10-13,COM,0
2017-10-13,MAR,0
2017-10-11,PP,29.328110731501756
2017-10-11,PSOE,23.914767835359967
2017-10-11,Cs,18.415758077917353
2017-10-11,UP,17.053367054311806
2017-10-11,ERC,2.8234292084714347
2017-10-11,VOX,2
2017-10-11,PDC,1.5470064125399936
2017-10-11,PAC,1.3983744280276988
2017-10-11,PNV,1.2110491990418595
2017-10-11,BIL,0.8220329727255768
2017-10-11,CC,0.29999999999999993
2017-10-11,COM,0
2017-10-11,MAR,0
2017-10-09,PP,29.32532085816304
2017-10-09,PSOE,23.895052741667946
2017-10-09,Cs,18.407775568307436
2017-10-09,UP,17.09137542409162
2017-10-09,ERC,2.8297508540642453
2017-10-09,VOX,2
2017-10-09,PDC,1.5521273113407508
2017-10-09,PAC,1.3985639390212425
2017-10-09,PNV,1.2123600091194724
2017-10-09,BIL,0.8279764489181279
2017-10-09,CC,0.3
2017-10-09,COM,0
2017-10-09,MAR,0
2017-10-07,PP,29.31685647430125
2017-10-07,PSOE,23.875907679684815
2017-10-07,Cs,18.408953666308264
2017-10-07,UP,17.13752922259113
2017-10-07,ERC,2.8360142971430635
2017-10-07,VOX,2
2017-10-07,PDC,1.5572010627366548
2017-10-07,PAC,1.3987294703943216
2017-10-07,PNV,1.2136508195246627
2017-10-07,BIL,0.8336371201586653
2017-10-07,CC,0.3
2017-10-07,COM,0
2017-10-07,MAR,0
2017-10-05,PP,29.326885358355714
2017-10-05,PSOE,23.85432561959802
2017-10-05,Cs,18.421188800457394
2017-10-05,UP,17.15634161411536
2017-10-05,ERC,2.8456081529473334
2017-10-05,VOX,2
2017-10-05,PDC,1.5612958222799385
2017-10-05,PAC,1.398781477367307
2017-10-05,PNV,1.2129292494456183
2017-10-05,BIL,0.8428400606795703
2017-10-05,CC,0.3
2017-10-05,COM,0
2017-10-05,MAR,0
2017-10-03,PP,29.339396461394614
2017-10-03,PSOE,23.85389111637107
2017-10-03,Cs,18.406887421397794
2017-10-03,UP,17.167874469222575
2017-10-03,ERC,2.8503620264604947
2017-10-03,VOX,2
2017-10-03,PDC,1.5631983022102702
2017-10-03,PAC,1.3987127132998676
2017-10-03,PNV,1.2126084428507702
2017-10-03,BIL,0.8473711086342509
2017-10-03,CC,0.3
2017-10-03,COM,0
2017-10-03,MAR,0
2017-10-01,PP,29.304829168878438
2017-10-01,PSOE,23.877123206901967
2017-10-01,Cs,18.360384334831533
2017-10-01,UP,17.17364200630537
2017-10-01,ERC,2.852171544459262
2017-10-01,VOX,2
2017-10-01,PDC,1.5615390824409294
2017-10-01,PAC,1.3985414016281759
2017-10-01,PNV,1.2127055604939414
2017-10-01,BIL,0.847287416760422
2017-10-01,CC,0.3
2017-10-01,COM,0
2017-10-01,MAR,0
2017-09-29,PP,29.354931889095695
2017-09-29,PSOE,23.94172006987817
2017-09-29,Cs,17.894957227601346
2017-09-29,UP,17.571716754580958
2017-09-29,ERC,2.7422666863878034
2017-09-29,VOX,2
2017-09-29,PDC,1.5421706431843505
2017-09-29,PAC,1.3983452977685917
2017-09-29,PNV,1.1839623272012805
2017-09-29,BIL,0.8471914623804815
2017-09-29,CC,0.3
2017-09-29,COM,0
2017-09-29,MAR,0
2017-09-27,PP,29.40092371965314
2017-09-27,PSOE,24.005264801353366
2017-09-27,Cs,17.748167917559545
2017-09-27,UP,17.61686224730412
2017-09-27,ERC,2.7322074323324155
2017-09-27,VOX,2
2017-09-27,PDC,1.5360716630912656
2017-09-27,PAC,1.398120936560992
2017-09-27,PNV,1.1845117996181975
2017-09-27,BIL,0.8470814838446787
2017-09-27,CC,0.3
2017-09-27,COM,0
2017-09-27,MAR,0
2017-09-25,PP,29.450028311855014
2017-09-25,PSOE,24.07311028799408
2017-09-25,UP,17.665063220891263
2017-09-25,Cs,17.59144379673565
2017-09-25,ERC,2.7212573342430884
2017-09-25,VOX,2
2017-09-25,PDC,1.5294325594463625
2017-09-25,PAC,1.397864406883198
2017-09-25,PNV,1.1851099331208903
2017-09-25,BIL,0.8469554774863284
2017-09-25,CC,0.3
2017-09-25,COM,0
2017-09-25,MAR,0
2017-09-23,PP,29.667327459746005
2017-09-23,PSOE,24.21521581275372
2017-09-23,UP,17.862725706713228
2017-09-23,Cs,17.16903086585628
2017-09-23,ERC,2.709413896470858
2017-09-23,VOX,2
2017-09-23,PDC,1.5222885120613077
2017-09-23,PAC,1.397687656461121
2017-09-23,PNV,1.1857545376953789
2017-09-23,BIL,0.8467993802951844
2017-09-23,CC,0.3
2017-09-23,COM,0
2017-09-23,MAR,0
2017-09-21,PP,30.06298154459425
2017-09-21,PSOE,24.4153285249119
2017-09-21,UP,18.237975966053373
2017-09-21,Cs,16.285103059694144
2017-09-21,ERC,2.6966855857036562
2017-09-21,VOX,2
2017-09-21,PDC,1.514569994372695
2017-09-21,PAC,1.3973522478615814
2017-09-21,PNV,1.1864498843086688
2017-09-21,BIL,0.8466341749149122
2017-09-21,CC,0.3
2017-09-21,COM,0
2017-09-21,MAR,0
2017-09-19,PP,30.405699993046788
2017-09-19,PSOE,24.772105368843338
2017-09-19,UP,18.375462174412355
2017-09-19,Cs,15.49635587314309
2017-09-19,ERC,2.8052874597394353
2017-09-19,VOX,2
2017-09-19,PAC,1.3969696969696968
2017-09-19,PDC,1.3790441725298848
2017-09-19,PNV,1.239710489673747
2017-09-19,BIL,0.7394324632683837
2017-09-19,CC,0.3
2017-09-19,COM,0
2017-09-19,MAR,0
2017-09-17,PP,30.583671507290568
2017-09-17,PSOE,24.93116197957114
2017-09-17,UP,18.539631896913672
2017-09-17,Cs,15.16365342916043
2017-09-17,ERC,2.8792045233153365
2017-09-17,PDC,1.341435721832705
2017-09-17,PAC,1.3026440143610116
2017-09-17,PNV,1.2658968197932086
2017-09-17,BIL,0.7606697321505852
2017-09-17,CC,0.3
2017-09-17,COM,0
2017-09-17,MAR,0
2017-09-17,VOX,0
2017-09-15,PP,30.607720060698867
2017-09-15,PSOE,24.964464609741505
2017-09-15,UP,18.56196966126195
2017-09-15,Cs,15.103155029243686
2017-09-15,ERC,2.880477984387556
2017-09-15,PDC,1.3371622007697472
2017-09-15,PAC,1.3023090680203646
2017-09-15,PNV,1.267329473100772
2017-09-15,BIL,0.760980362879672
2017-09-15,CC,0.3
2017-09-15,COM,0
2017-09-15,MAR,0
2017-09-15,VOX,0
2017-09-13,PP,30.588115700091482
2017-09-13,PSOE,24.969093824042062
2017-09-13,UP,18.604202779032676
2017-09-13,Cs,15.031968548019906
2017-09-13,ERC,2.8816510720721884
2017-09-13,PDC,1.3332255159049058
2017-09-13,PAC,1.3020156745063485
2017-09-13,PNV,1.26864920559053
2017-09-13,BIL,0.7612742678835164
2017-09-13,CC,0.3
2017-09-13,COM,0
2017-09-13,MAR,0
2017-09-13,VOX,0
2017-09-11,PP,30.61214529279933
2017-09-11,PSOE,25.00206615492333
2017-09-11,UP,18.604368830255886
2017-09-11,Cs,14.994549255400427
2017-09-11,ERC,2.882725220030234
2017-09-11,PDC,1.3296208561131155
2017-09-11,PAC,1.3017588888009588
2017-09-11,PNV,1.2698576301419175
2017-09-11,BIL,0.7615501671566801
2017-09-11,CC,0.3
2017-09-11,COM,0
2017-09-11,MAR,0
2017-09-11,VOX,0
2017-09-09,PP,30.647819529450715
2017-09-09,PSOE,25.032215623183326
2017-09-09,UP,18.6033668885163
2017-09-09,Cs,14.935128009842755
2017-09-09,ERC,2.883417773438213
2017-09-09,PDC,1.3261574473816937
2017-09-09,PAC,1.3015343039211669
2017-09-09,PNV,1.2706411602707068
2017-09-09,BIL,0.7618072563564934
2017-09-09,CC,0.3
2017-09-09,COM,0
2017-09-09,MAR,0
2017-09-09,VOX,0
2017-09-07,PP,30.683350028635306
2017-09-07,PSOE,25.06267892667293
2017-09-07,UP,18.598066559461163
2017-09-07,Cs,14.8799019078067
2017-09-07,ERC,2.8843383355801966
2017-09-07,PDC,1.3231972643289156
2017-09-07,PAC,1.3013380047509353
2017-09-07,PNV,1.2716763008993506
2017-09-07,BIL,0.7620451730558172
2017-09-07,CC,0.3
2017-09-07,COM,0
2017-09-07,MAR,0
2017-09-07,VOX,0
2017-09-05,PP,30.69942505804356
2017-09-05,PSOE,25.072856080230725
2017-09-05,UP,18.57268313703649
2017-09-05,Cs,14.87076796839332
2017-09-05,ERC,2.8994038315597384
2017-09-05,PDC,1.3221055576715854
2017-09-05,PAC,1.3011665226062854
2017-09-05,PNV,1.2730680086324708
2017-09-05,BIL,0.7646922919113074
2017-09-05,CC,0.3
2017-09-05,COM,0
2017-09-05,MAR,0
2017-09-05,VOX,0
2017-09-03,PP,30.702305836957176
2017-09-03,PSOE,25.086322095490555
2017-09-03,UP,18.567863940506957
2017-09-03,Cs,14.843476796561546
2017-09-03,ERC,2.899593542640391
2017-09-03,PDC,1.3220188461348035
2017-09-03,PAC,1.300143310339617
2017-09-03,PNV,1.2721238355272533
2017-09-03,BIL,0.7673386789910768
2017-09-03,CC,0.30000000000000004
2017-09-03,COM,0
2017-09-03,MAR,0
2017-09-03,VOX,0
2017-09-01,PP,30.693442308890287
2017-09-01,PSOE,25.08051963099772
2017-09-01,UP,18.572619178763393
2017-09-01,Cs,14.840672724387288
2017-09-01,ERC,2.899593678665127
2017-09-01,PDC,1.3220449432532633
2017-09-01,PAC,1.3001430616873886
2017-09-01,PNV,1.2720996986148554
2017-09-01,BIL,0.7674058650327567
2017-09-01,CC,0.29999999999999993
2017-09-01,COM,0
2017-09-01,MAR,0
2017-09-01,VOX,0
2017-08-30,PP,30.665775275720033
2017-08-30,PSOE,25.14937952447695
2017-08-30,UP,18.604487161254372
2017-08-30,Cs,14.764763978089306
2017-08-30,ERC,2.8946513692580758
2017-08-30,PDC,1.323161538366459
2017-08-30,PAC,1.3001427770500218
2017-08-30,PNV,1.2805421810018829
2017-08-30,BIL,0.7649984230982138
2017-08-30,CC,0.3
2017-08-30,COM,0
2017-08-30,MAR,0
2017-08-30,VOX,0
2017-08-28,PP,30.444728833867543
2017-08-28,PSOE,24.96595772414037
2017-08-28,UP,18.671374832732145
2017-08-28,Cs,14.970113092964176
2017-08-28,ERC,2.89465384658444
2017-08-28,PDC,1.3231971276520074
2017-08-28,PAC,1.3001424513978617
2017-08-28,PNV,1.2805048762638982
2017-08-28,BIL,0.7650954568590401
2017-08-28,CC,0.3
2017-08-28,COM,0
2017-08-28,MAR,0
2017-08-28,VOX,0
2017-08-26,PP,30.404894893681433
2017-08-26,PSOE,24.934254472258374
2017-08-26,UP,18.685845324008703
2017-08-26,Cs,14.994104573495068
2017-08-26,ERC,2.8946566901918795
2017-08-26,PDC,1.323237978933719
2017-08-26,PAC,1.3001420790539189
2017-08-26,PNV,1.2804620558943094
2017-08-26,BIL,0.7652067762344504
2017-08-26,CC,0.29999999999999993
2017-08-26,COM,0
2017-08-26,MAR,0
2017-08-26,VOX,0
2017-08-24,PP,30.360909073477345
2017-08-24,PSOE,24.897657986039512
2017-08-24,UP,18.704268064828682
2017-08-24,Cs,15.0195042857424
2017-08-24,ERC,2.8946599537542785
2017-08-24,PDC,1.3232848632909067
2017-08-24,PAC,1.3001416536279882
2017-08-24,PNV,1.2804129116467218
2017-08-24,BIL,0.7653344552001375
2017-08-24,CC,0.3
2017-08-24,COM,0
2017-08-24,MAR,0
2017-08-24,VOX,0
2017-08-22,PP,30.591855059010918
2017-08-22,PSOE,24.801942389544237
2017-08-22,UP,18.74151872677101
2017-08-22,Cs,14.648130898367732
2017-08-22,ERC,2.908395476713482
2017-08-22,PAC,1.3001411679497028
2017-08-22,PDC,1.2960409760465679
2017-08-22,PNV,1.2601598150430224
2017-08-22,BIL,0.7864907449258427
2017-08-22,CC,0.3
2017-08-22,COM,0
2017-08-22,MAR,0
2017-08-22,VOX,0
2017-08-20,PP,30.573762394115423
2017-08-20,PSOE,24.749847464017204
2017-08-20,UP,18.838353299080563
2017-08-20,Cs,14.569898950906811
2017-08-20,ERC,2.907489988350829
2017-08-20,PAC,1.3
2017-08-20,PDC,1.2929410480430898
2017-08-20,PNV,1.2578044845890057
2017-08-20,BIL,0.7868702389138685
2017-08-20,CC,0.3
2017-08-20,COM,0
2017-08-20,MAR,0
2017-08-20,VOX,0
2017-08-18,PP,30.493097493479688
2017-08-18,PSOE,24.70964507968513
2017-08-18,UP,18.907525037888924
2017-08-18,Cs,14.593762980434962
2017-08-18,ERC,2.906638059372209
2017-08-18,PDC,1.3432073114803433
2017-08-18,PAC,1.3001411679497028
2017-08-18,PNV,1.2337377300254386
2017-08-18,BIL,0.7943255484402929
2017-08-18,CC,0.311235745815759
2017-08-18,COM,0
2017-08-18,MAR,0
2017-08-18,VOX,0
2017-08-16,PP,30.452738707670882
