poll_date,house,sample,party,votes,weight,votes_raw
2018-04-15,gesop,1000,PDC,2,2.0451303651271457,2
2018-04-15,gesop,1000,UP_suma,18.1,2.0451303651271457,18.1
2018-04-10,invymark,NA,PP,24.8,1,24.8
2018-04-10,nc report,1000,PP,26.3,1.0225651825635729,26.3
2018-04-10,invymark,NA,PSOE,22.3,1,22.3
2018-04-10,nc report,1000,PSOE,23.5,1.0225651825635729,23.5
2018-04-10,invymark,NA,Cs,25.2,1,25.2
2018-04-10,nc report,1000,Cs,24.3,1.0225651825635729,24.3
2018-04-10,invymark,NA,UP,17.1,1,17.1
2018-04-10,nc report,1000,UP,16.2,1.0225651825635729,16.2
2018-04-10,nc report,1000,ERC,2.9,1.0225651825635729,2.9
2018-04-10,nc report,1000,PDC,1.4,1.0225651825635729,1.4
2018-04-10,nc report,1000,PNV,1.1,1.0225651825635729,1.1
2018-04-10,nc report,1000,BIL,0.8,1.0225651825635729,0.8
2018-04-10,nc report,1000,CC,0.3,1.0225651825635729,0.3
2018-04-10,invymark,NA,UP_suma,17.1,1,17.1
2018-04-10,nc report,1000,UP_suma,16.2,1.0225651825635729,16.2
2018-04-06,cis,2466,PP,24,1.1191551783214253,24
2018-04-06,simple lógica,1062,PP,19,2.057469702309827,19
2018-04-06,cis,2466,PSOE,22,1.1191551783214253,22
2018-04-06,simple lógica,1062,PSOE,20.2,2.057469702309827,20.2
2018-04-06,cis,2466,Cs,22.4,1.1191551783214253,22.4
2018-04-06,simple lógica,1062,Cs,29.9,2.057469702309827,29.9
2018-04-06,cis,2466,UP,19.6,1.1191551783214253,19.6
2018-04-06,simple lógica,1062,UP,17.6,2.057469702309827,17.6
2018-04-06,cis,2466,ERC,3,1.1191551783214253,3
2018-04-06,cis,2466,PDC,1.7,1.1191551783214253,1.7
2018-04-06,cis,2466,PNV,1.3,1.1191551783214253,1.3
2018-04-06,cis,2466,BIL,0.6,1.1191551783214253,0.6
2018-04-06,cis,2466,CC,0.3,1.1191551783214253,0.3
2018-04-06,cis,2466,UP_suma,19.6,1.1191551783214253,19.6
2018-04-06,simple lógica,1062,UP_suma,17.6,2.057469702309827,17.6
2018-04-05,metroscopia,1278,PP,20.4,2.095917010162717,20.4
2018-04-05,metroscopia,1278,PSOE,19.1,2.095917010162717,19.1
2018-04-05,metroscopia,1278,Cs,28.7,2.095917010162717,28.7
2018-04-05,metroscopia,1278,UP,18.3,2.095917010162717,18.3
2018-04-05,metroscopia,1278,UP_suma,18.3,2.095917010162717,18.3
2018-04-04,celeste-tel,1100,PP,24.9,1.0323578626791556,24.9
2018-04-04,celeste-tel,1100,PSOE,24.1,1.0323578626791556,24.1
2018-04-04,celeste-tel,1100,Cs,24,1.0323578626791556,24
2018-04-04,celeste-tel,1100,UP,16.6,1.0323578626791556,16.6
2018-04-04,celeste-tel,1100,ERC,2.9,1.0323578626791556,2.9
2018-04-04,celeste-tel,1100,PDC,1.5,1.0323578626791556,1.5
2018-04-04,celeste-tel,1100,PNV,1.2,1.0323578626791556,1.2
2018-04-04,celeste-tel,1100,PAC,1.3,1.0323578626791556,1.3
2018-04-04,celeste-tel,1100,BIL,0.9,1.0323578626791556,0.9
2018-04-04,celeste-tel,1100,CC,0.3,1.0323578626791556,0.3
2018-04-04,celeste-tel,1100,UP_suma,16.6,1.0323578626791556,16.6
2018-03-25,sociométrica,1000,PP,21.9,2.0451303651271457,21.9
2018-03-25,sigma dos,1000,PP,23.3,2.0451303651271457,23.3
2018-03-25,sociométrica,1000,PSOE,19.4,2.0451303651271457,19.4
2018-03-25,sigma dos,1000,PSOE,19.7,2.0451303651271457,19.7
2018-03-25,sociométrica,1000,Cs,27.4,2.0451303651271457,27.4
2018-03-25,sigma dos,1000,Cs,26.7,2.0451303651271457,26.7
2018-03-25,sociométrica,1000,UP,16.2,2.0451303651271457,16.2
2018-03-25,sigma dos,1000,UP,18.4,2.0451303651271457,18.4
2018-03-25,sociométrica,1000,VOX,1.5,2.0451303651271457,1.5
2018-03-25,sociométrica,1000,ERC,4,2.0451303651271457,4
2018-03-25,sigma dos,1000,ERC,3.3,2.0451303651271457,3.3
2018-03-25,sociométrica,1000,PDC,1.5,2.0451303651271457,1.5
2018-03-25,sigma dos,1000,PDC,1.3,2.0451303651271457,1.3
2018-03-25,sociométrica,1000,PNV,1.1,2.0451303651271457,1.1
2018-03-25,sigma dos,1000,PNV,1.2,2.0451303651271457,1.2
2018-03-25,sociométrica,1000,BIL,0.9,2.0451303651271457,0.9
2018-03-25,sociométrica,1000,CC,0.5,2.0451303651271457,0.5
2018-03-25,sociométrica,1000,UP_suma,16.2,2.0451303651271457,16.2
2018-03-25,sigma dos,1000,UP_suma,18.4,2.0451303651271457,18.4
2018-03-15,myword,1002,PP,24.7,2.0455390235423203,24.7
2018-03-15,invymark,NA,PP,25.1,1,25.1
2018-03-15,myword,1002,PSOE,20.4,2.0455390235423203,20.4
2018-03-15,invymark,NA,PSOE,22.6,1,22.6
2018-03-15,myword,1002,Cs,23.8,2.0455390235423203,23.8
2018-03-15,invymark,NA,Cs,25,1,25
2018-03-15,myword,1002,UP,16,2.0455390235423203,16
2018-03-15,invymark,NA,UP,16.8,1,16.8
2018-03-15,invymark,NA,ERC,2.4,1,2.4
2018-03-15,invymark,NA,PDC,2.4,1,2.4
2018-03-15,invymark,NA,PNV,1.2,1,1.2
2018-03-15,myword,1002,UP_suma,16,2.0455390235423203,16
2018-03-15,invymark,NA,UP_suma,16.8,1,16.8
2018-03-13,gad3,1008,PP,23.8,2.0467606091143247,23.8
2018-03-13,gad3,1008,PSOE,22.1,2.0467606091143247,22.1
2018-03-13,gad3,1008,Cs,27.3,2.0467606091143247,27.3
2018-03-13,gad3,1008,UP,16.7,2.0467606091143247,16.7
2018-03-13,gad3,1008,ERC,2.9,2.0467606091143247,2.9
2018-03-13,gad3,1008,PDC,1.6,2.0467606091143247,1.6
2018-03-13,gad3,1008,PNV,1.4,2.0467606091143247,1.4
2018-03-13,gad3,1008,BIL,0.6,2.0467606091143247,0.6
2018-03-13,gad3,1008,CC,0.3,2.0467606091143247,0.3
2018-03-13,gad3,1008,UP_suma,16.7,2.0467606091143247,16.7
2018-03-05,simple lógica,1076,PP,20,2.060166040762777,20
2018-03-05,celeste-tel,1100,PP,26.6,1.0323578626791556,26.6
2018-03-05,simple lógica,1076,PSOE,21,2.060166040762777,21
2018-03-05,celeste-tel,1100,PSOE,24.3,1.0323578626791556,24.3
2018-03-05,simple lógica,1076,Cs,29.6,2.060166040762777,29.6
2018-03-05,celeste-tel,1100,Cs,23.5,1.0323578626791556,23.5
2018-03-05,simple lógica,1076,UP,17.3,2.060166040762777,17.3
2018-03-05,celeste-tel,1100,UP,16.2,1.0323578626791556,16.2
2018-03-05,celeste-tel,1100,ERC,2.6,1.0323578626791556,2.6
2018-03-05,celeste-tel,1100,PDC,1.6,1.0323578626791556,1.6
2018-03-05,celeste-tel,1100,PNV,1.3,1.0323578626791556,1.3
2018-03-05,celeste-tel,1100,PAC,1.2,1.0323578626791556,1.2
2018-03-05,celeste-tel,1100,BIL,0.9,1.0323578626791556,0.9
2018-03-05,celeste-tel,1100,CC,0.3,1.0323578626791556,0.3
2018-03-05,simple lógica,1076,UP_suma,17.3,2.060166040762777,17.3
2018-03-05,celeste-tel,1100,UP_suma,16.2,1.0323578626791556,16.2
2018-03-04,metroscopia,1175,PP,21.5,2.078379181845539,21.5
2018-03-04,metroscopia,1175,PSOE,19.4,2.078379181845539,19.4
2018-03-04,metroscopia,1175,Cs,28.9,2.078379181845539,28.9
2018-03-04,metroscopia,1175,UP,17,2.078379181845539,17
2018-03-04,metroscopia,1175,UP_suma,17,2.078379181845539,17
2018-03-01,invymark,NA,PP,26,1,26
2018-03-01,nc report,1000,PP,27.9,1.0225651825635729,27.9
2018-03-01,invymark,NA,PSOE,23.1,1,23.1
2018-03-01,nc report,1000,PSOE,24,1.0225651825635729,24
2018-03-01,invymark,NA,Cs,24,1,24
2018-03-01,nc report,1000,Cs,22.1,1.0225651825635729,22.1
2018-03-01,invymark,NA,UP,16.5,1,16.5
2018-03-01,nc report,1000,UP,15.8,1.0225651825635729,15.8
2018-03-01,nc report,1000,ERC,2.8,1.0225651825635729,2.8
2018-03-01,nc report,1000,PDC,1.5,1.0225651825635729,1.5
2018-03-01,nc report,1000,PNV,1.2,1.0225651825635729,1.2
2018-03-01,nc report,1000,BIL,0.8,1.0225651825635729,0.8
2018-03-01,nc report,1000,CC,0.3,1.0225651825635729,0.3
2018-03-01,invymark,NA,UP_suma,16.5,1,16.5
2018-03-01,nc report,1000,UP_suma,15.8,1.0225651825635729,15.8
2018-02-25,imop,1402,PP,21.4,2.115416065764135,21.4
2018-02-25,imop,1402,PSOE,21.5,2.115416065764135,21.5
2018-02-25,imop,1402,Cs,28.5,2.115416065764135,28.5
2018-02-25,imop,1402,UP,17,2.115416065764135,17
2018-02-25,imop,1402,ERC,3,2.115416065764135,3
2018-02-25,imop,1402,PDC,1.7,2.115416065764135,1.7
2018-02-25,imop,1402,PNV,1.1,2.115416065764135,1.1
2018-02-25,imop,1402,PAC,2,2.115416065764135,2
2018-02-25,imop,1402,BIL,0.8,2.115416065764135,0.8
2018-02-25,imop,1402,UP_suma,17,2.115416065764135,17
2018-02-14,invymark,NA,PP,25.9,1,25.9
2018-02-14,invymark,NA,PSOE,22.8,1,22.8
2018-02-14,invymark,NA,Cs,23.8,1,23.8
2018-02-14,invymark,NA,UP,16.5,1,16.5
2018-02-14,invymark,NA,UP_suma,16.5,1,16.5
2018-02-12,myword,1000,PP,24.5,2.0451303651271457,24.5
2018-02-12,myword,1000,PSOE,21.3,2.0451303651271457,21.3
2018-02-12,myword,1000,Cs,22.1,2.0451303651271457,22.1
2018-02-12,myword,1000,UP,16.6,2.0451303651271457,16.6
2018-02-12,myword,1000,UP_suma,16.6,2.0451303651271457,16.6
2018-02-08,celeste-tel,1100,PP,28.9,1.0323578626791556,28.9
2018-02-08,celeste-tel,1100,PSOE,25.5,1.0323578626791556,25.5
2018-02-08,celeste-tel,1100,Cs,19.3,1.0323578626791556,19.3
2018-02-08,celeste-tel,1100,UP,16.5,1.0323578626791556,16.5
2018-02-08,celeste-tel,1100,ERC,2.7,1.0323578626791556,2.7
2018-02-08,celeste-tel,1100,PDC,1.6,1.0323578626791556,1.6
2018-02-08,celeste-tel,1100,PNV,1.3,1.0323578626791556,1.3
2018-02-08,celeste-tel,1100,PAC,1.2,1.0323578626791556,1.2
2018-02-08,celeste-tel,1100,BIL,0.9,1.0323578626791556,0.9
2018-02-08,celeste-tel,1100,CC,0.3,1.0323578626791556,0.3
2018-02-08,celeste-tel,1100,UP_suma,16.5,1.0323578626791556,16.5
2018-02-06,metroscopia,1321,PP,21.9,2.1028644481954797,21.9
2018-02-06,metroscopia,1321,PSOE,20.1,2.1028644481954797,20.1
2018-02-06,metroscopia,1321,Cs,28.3,2.1028644481954797,28.3
2018-02-06,metroscopia,1321,UP,16.8,2.1028644481954797,16.8
2018-02-06,metroscopia,1321,UP_suma,16.8,2.1028644481954797,16.8
2018-02-04,simple lógica,1065,PP,22.2,2.058050170938178,22.2
2018-02-04,gad3,1002,PP,25.8,2.0455390235423203,25.8
2018-02-04,simple lógica,1065,PSOE,21.4,2.058050170938178,21.4
2018-02-04,gad3,1002,PSOE,23.7,2.0455390235423203,23.7
2018-02-04,simple lógica,1065,Cs,28.7,2.058050170938178,28.7
2018-02-04,gad3,1002,Cs,25.6,2.0455390235423203,25.6
2018-02-04,simple lógica,1065,UP,17,2.058050170938178,17
2018-02-04,gad3,1002,UP,14.8,2.0455390235423203,14.8
2018-02-04,gad3,1002,ERC,2.9,2.0455390235423203,2.9
2018-02-04,gad3,1002,PDC,1.8,2.0455390235423203,1.8
2018-02-04,gad3,1002,PNV,1.2,2.0455390235423203,1.2
2018-02-04,gad3,1002,BIL,0.8,2.0455390235423203,0.8
2018-02-04,gad3,1002,CC,0.3,2.0455390235423203,0.3
2018-02-04,simple lógica,1065,UP_suma,17,2.058050170938178,17
2018-02-04,gad3,1002,UP_suma,14.8,2.0455390235423203,14.8
2018-01-24,invymark,NA,PP,26.1,1,26.1
2018-01-24,invymark,NA,PSOE,23,1,23
2018-01-24,invymark,NA,Cs,23.4,1,23.4
2018-01-24,invymark,NA,UP,16.2,1,16.2
2018-01-24,invymark,NA,UP_suma,16.2,1,16.2
2018-01-10,cis,2477,PP,26.3,1.1196533967024052,26.3
2018-01-10,metroscopia,1332,PP,23.2,2.1046089815651103,23.2
2018-01-10,gad3,800,PP,24.7,2,24.7
2018-01-10,cis,2477,PSOE,23.1,1.1196533967024052,23.1
2018-01-10,metroscopia,1332,PSOE,21.6,2.1046089815651103,21.6
2018-01-10,gad3,800,PSOE,24.2,2,24.2
2018-01-10,cis,2477,Cs,20.8,1.1196533967024052,20.8
2018-01-10,metroscopia,1332,Cs,27.1,2.1046089815651103,27.1
2018-01-10,gad3,800,Cs,26.2,2,26.2
2018-01-10,cis,2477,UP,19,1.1196533967024052,19
2018-01-10,metroscopia,1332,UP,15.1,2.1046089815651103,15.1
2018-01-10,gad3,800,UP,14.7,2,14.7
2018-01-10,cis,2477,ERC,3.4,1.1196533967024052,3.4
2018-01-10,gad3,800,ERC,2.9,2,2.9
2018-01-10,cis,2477,PDC,2,1.1196533967024052,2
2018-01-10,gad3,800,PDC,1.9,2,1.9
2018-01-10,cis,2477,PNV,1.2,1.1196533967024052,1.2
2018-01-10,gad3,800,PNV,1.3,2,1.3
2018-01-10,cis,2477,BIL,0.8,1.1196533967024052,0.8
2018-01-10,gad3,800,BIL,0.7,2,0.7
2018-01-10,cis,2477,CC,0.3,1.1196533967024052,0.3
2018-01-10,gad3,800,CC,0.3,2,0.3
2018-01-10,cis,2477,UP_suma,19,1.1196533967024052,19
2018-01-10,metroscopia,1332,UP_suma,15.1,2.1046089815651103,15.1
2018-01-10,gad3,800,UP_suma,14.7,2,14.7
2018-01-06,simple lógica,1079,PP,21.8,2.060739717105234,21.8
2018-01-06,simple lógica,1079,PSOE,23.4,2.060739717105234,23.4
2018-01-06,simple lógica,1079,Cs,24.1,2.060739717105234,24.1
2018-01-06,simple lógica,1079,UP,17.8,2.060739717105234,17.8
2018-01-06,simple lógica,1079,UP_suma,17.8,2.060739717105234,17.8
2018-01-04,celeste-tel,1100,PP,29.8,1.0323578626791556,29.8
2018-01-04,celeste-tel,1100,PSOE,25.1,1.0323578626791556,25.1
2018-01-04,celeste-tel,1100,Cs,18.6,1.0323578626791556,18.6
2018-01-04,celeste-tel,1100,UP,16.9,1.0323578626791556,16.9
2018-01-04,celeste-tel,1100,ERC,2.5,1.0323578626791556,2.5
2018-01-04,celeste-tel,1100,PDC,1.7,1.0323578626791556,1.7
2018-01-04,celeste-tel,1100,PNV,1.2,1.0323578626791556,1.2
2018-01-04,celeste-tel,1100,PAC,1.2,1.0323578626791556,1.2
2018-01-04,celeste-tel,1100,BIL,0.9,1.0323578626791556,0.9
2018-01-04,celeste-tel,1100,CC,0.3,1.0323578626791556,0.3
2018-01-04,celeste-tel,1100,UP_suma,16.9,1.0323578626791556,16.9
2017-12-28,nc report,1000,PP,30,1.0225651825635729,30
2017-12-28,invymark,NA,PP,27.6,1,27.6
2017-12-28,nc report,1000,PSOE,23.8,1.0225651825635729,23.8
2017-12-28,invymark,NA,PSOE,23.3,1,23.3
2017-12-28,nc report,1000,Cs,18.8,1.0225651825635729,18.8
2017-12-28,invymark,NA,Cs,22.4,1,22.4
2017-12-28,nc report,1000,UP,16.1,1.0225651825635729,16.1
2017-12-28,invymark,NA,UP,15.7,1,15.7
2017-12-28,nc report,1000,ERC,3,1.0225651825635729,3
2017-12-28,invymark,NA,ERC,2.3,1,2.3
2017-12-28,nc report,1000,PDC,1.3,1.0225651825635729,1.3
2017-12-28,invymark,NA,PDC,2.3,1,2.3
2017-12-28,nc report,1000,PNV,1.1,1.0225651825635729,1.1
2017-12-28,nc report,1000,BIL,0.8,1.0225651825635729,0.8
2017-12-28,nc report,1000,CC,0.3,1.0225651825635729,0.3
2017-12-28,nc report,1000,UP_suma,16.1,1.0225651825635729,16.1
2017-12-28,invymark,NA,UP_suma,15.7,1,15.7
2017-12-25,sociométrica,1000,PP,24.1,2.0451303651271457,24.1
2017-12-25,sociométrica,1000,PSOE,22.5,2.0451303651271457,22.5
2017-12-25,sociométrica,1000,Cs,23.9,2.0451303651271457,23.9
2017-12-25,sociométrica,1000,UP,16.2,2.0451303651271457,16.2
2017-12-25,sociométrica,1000,VOX,1.7,2.0451303651271457,1.7
2017-12-25,sociométrica,1000,ERC,3.5,2.0451303651271457,3.5
2017-12-25,sociométrica,1000,PDC,1.9,2.0451303651271457,1.9
2017-12-25,sociométrica,1000,PNV,1.1,2.0451303651271457,1.1
2017-12-25,sociométrica,1000,BIL,0.7,2.0451303651271457,0.7
2017-12-25,sociométrica,1000,CC,0.5,2.0451303651271457,0.5
2017-12-25,sociométrica,1000,UP_suma,16.2,2.0451303651271457,16.2
2017-12-09,simple lógica,1077,PP,24.8,2.060357425981546,24.8
2017-12-09,simple lógica,1077,PSOE,23.8,2.060357425981546,23.8
2017-12-09,simple lógica,1077,Cs,22.8,2.060357425981546,22.8
2017-12-09,simple lógica,1077,UP,16.3,2.060357425981546,16.3
2017-12-09,simple lógica,1077,UP_suma,16.3,2.060357425981546,16.3
2017-11-15,invymark,NA,PP,30.1,1,30.1
2017-11-15,invymark,NA,PSOE,25.3,1,25.3
2017-11-15,invymark,NA,Cs,16.4,1,16.4
2017-11-15,invymark,NA,UP,17,1,17
2017-11-15,invymark,NA,ERC,2.8,1,2.8
2017-11-15,invymark,NA,PDC,1.6,1,1.6
2017-11-15,invymark,NA,UP_suma,17,1,17
2017-11-08,celeste-tel,1100,PP,30.3,1.0323578626791556,30.3
2017-11-08,metroscopia,1730,PP,26.1,2.160357412034886,26.1
2017-11-08,celeste-tel,1100,PSOE,24.2,1.0323578626791556,24.2
2017-11-08,metroscopia,1730,PSOE,22.7,2.160357412034886,22.7
2017-11-08,celeste-tel,1100,Cs,17.5,1.0323578626791556,17.5
2017-11-08,metroscopia,1730,Cs,22.7,2.160357412034886,22.7
2017-11-08,celeste-tel,1100,UP,17.7,1.0323578626791556,17.7
2017-11-08,metroscopia,1730,UP,14.7,2.160357412034886,14.7
2017-11-08,celeste-tel,1100,ERC,2.7,1.0323578626791556,2.7
2017-11-08,celeste-tel,1100,PDC,1.3,1.0323578626791556,1.3
2017-11-08,celeste-tel,1100,PNV,1.2,1.0323578626791556,1.2
2017-11-08,celeste-tel,1100,PAC,1.3,1.0323578626791556,1.3
2017-11-08,celeste-tel,1100,BIL,0.9,1.0323578626791556,0.9
2017-11-08,celeste-tel,1100,CC,0.3,1.0323578626791556,0.3
2017-11-08,celeste-tel,1100,UP_suma,17.7,1.0323578626791556,17.7
2017-11-08,metroscopia,1730,UP_suma,14.7,2.160357412034886,14.7
2017-11-06,simple lógica,1071,PP,27.1,2.0592067067804356,27.1
2017-11-06,simple lógica,1071,PSOE,24.8,2.0592067067804356,24.8
2017-11-06,simple lógica,1071,Cs,21.6,2.0592067067804356,21.6
2017-11-06,simple lógica,1071,UP,15.1,2.0592067067804356,15.1
2017-11-06,simple lógica,1071,UP_suma,15.1,2.0592067067804356,15.1
2017-11-01,sociométrica,800,PP,27.5,2,27.5
2017-11-01,invymark,1200,PP,30.3,1.0413797439924106,30.3
2017-11-01,sociométrica,800,PSOE,24.8,2,24.8
2017-11-01,invymark,1200,PSOE,25.1,1.0413797439924106,25.1
2017-11-01,sociométrica,800,Cs,20.6,2,20.6
2017-11-01,invymark,1200,Cs,15.8,1.0413797439924106,15.8
2017-11-01,sociométrica,800,UP,15.7,2,15.7
2017-11-01,invymark,1200,UP,17.5,1.0413797439924106,17.5
2017-11-01,sociométrica,800,VOX,2,2,2
2017-11-01,sociométrica,800,ERC,2.1,2,2.1
2017-11-01,sociométrica,800,PDC,1.7,2,1.7
2017-11-01,sociométrica,800,PNV,1,2,1
2017-11-01,sociométrica,800,BIL,0.6,2,0.6
2017-11-01,sociométrica,800,CC,0.3,2,0.3
2017-11-01,sociométrica,800,UP_suma,15.7,2,15.7
2017-11-01,invymark,1200,UP_suma,17.5,1.0413797439924106,17.5
2017-10-25,sigma dos,1250,PP,31.4,2.0912791051825463,31.4
2017-10-25,sigma dos,1250,PSOE,26,2.0912791051825463,26
2017-10-25,sigma dos,1250,Cs,16.7,2.0912791051825463,16.7
2017-10-25,sigma dos,1250,UP,15.3,2.0912791051825463,15.3
2017-10-25,sigma dos,1250,ERC,3,2.0912791051825463,3
2017-10-25,sigma dos,1250,PDC,1.4,2.0912791051825463,1.4
2017-10-25,sigma dos,1250,PNV,1.4,2.0912791051825463,1.4
2017-10-25,sigma dos,1250,UP_suma,15.3,2.0912791051825463,15.3
2017-10-18,invymark,1100,PP,30,1.0323578626791556,30
2017-10-18,invymark,1100,PSOE,24.9,1.0323578626791556,24.9
2017-10-18,invymark,1100,Cs,14.6,1.0323578626791556,14.6
2017-10-18,invymark,1100,UP,19.5,1.0323578626791556,19.5
2017-10-18,invymark,1100,UP_suma,19.5,1.0323578626791556,19.5
2017-10-14,nc report,1000,PP,31.4,1.0225651825635729,31.4
2017-10-14,nc report,1000,PSOE,22,1.0225651825635729,22
2017-10-14,nc report,1000,Cs,17.8,1.0225651825635729,17.8
2017-10-14,nc report,1000,UP,17.5,1.0225651825635729,17.5
2017-10-14,nc report,1000,ERC,3,1.0225651825635729,3
2017-10-14,nc report,1000,PDC,1.3,1.0225651825635729,1.3
2017-10-14,nc report,1000,PNV,1.1,1.0225651825635729,1.1
2017-10-14,nc report,1000,BIL,0.8,1.0225651825635729,0.8
2017-10-14,nc report,1000,CC,0.3,1.0225651825635729,0.3
2017-10-14,nc report,1000,UP_suma,17.5,1.0225651825635729,17.5
2017-10-07,cis,2487,PP,28,1.120104597547243,28
2017-10-07,cis,2487,PSOE,24.2,1.120104597547243,24.2
2017-10-07,cis,2487,Cs,17.5,1.120104597547243,17.5
2017-10-07,cis,2487,UP,18.5,1.120104597547243,18.5
2017-10-07,cis,2487,ERC,2.7,1.120104597547243,2.7
2017-10-07,cis,2487,PDC,1.6,1.120104597547243,1.6
2017-10-07,cis,2487,PNV,1.3,1.120104597547243,1.3
2017-10-07,cis,2487,BIL,0.7,1.120104597547243,0.7
2017-10-07,cis,2487,CC,0.3,1.120104597547243,0.3
2017-10-07,cis,2487,UP_suma,18.5,1.120104597547243,18.5
2017-10-04,dym,982,PP,29.9,1.020709484022375,29.9
2017-10-04,celeste-tel,1100,PP,30.6,1.0323578626791556,30.6
2017-10-04,simple lógica,1053,PP,27.7,2.0557193986163047,27.7
2017-10-04,gad3,1238,PP,29.8,2.089262751187532,29.8
2017-10-04,dym,982,PSOE,24,1.020709484022375,24
2017-10-04,celeste-tel,1100,PSOE,23.6,1.0323578626791556,23.6
2017-10-04,simple lógica,1053,PSOE,24.2,2.0557193986163047,24.2
2017-10-04,gad3,1238,PSOE,21.8,2.089262751187532,21.8
2017-10-04,dym,982,Cs,17.5,1.020709484022375,17.5
2017-10-04,celeste-tel,1100,Cs,17.2,1.0323578626791556,17.2
2017-10-04,simple lógica,1053,Cs,20.7,2.0557193986163047,20.7
2017-10-04,gad3,1238,Cs,19.5,2.089262751187532,19.5
2017-10-04,dym,982,UP,16.9,1.020709484022375,16.9
2017-10-04,celeste-tel,1100,UP,18.1,1.0323578626791556,18.1
2017-10-04,simple lógica,1053,UP,16.6,2.0557193986163047,16.6
2017-10-04,gad3,1238,UP,17.9,2.089262751187532,17.9
2017-10-04,celeste-tel,1100,ERC,2.8,1.0323578626791556,2.8
2017-10-04,gad3,1238,ERC,3.1,2.089262751187532,3.1
2017-10-04,celeste-tel,1100,PDC,1.3,1.0323578626791556,1.3
2017-10-04,gad3,1238,PDC,1.8,2.089262751187532,1.8
2017-10-04,celeste-tel,1100,PNV,1.2,1.0323578626791556,1.2
2017-10-04,gad3,1238,PNV,1.2,2.089262751187532,1.2
2017-10-04,celeste-tel,1100,PAC,1.4,1.0323578626791556,1.4
2017-10-04,celeste-tel,1100,BIL,0.9,1.0323578626791556,0.9
2017-10-04,gad3,1238,BIL,1,2.089262751187532,1
2017-10-04,celeste-tel,1100,CC,0.3,1.0323578626791556,0.3
2017-10-04,gad3,1238,CC,0.3,2.089262751187532,0.3
2017-10-04,dym,982,UP_suma,16.9,1.020709484022375,16.9
2017-10-04,celeste-tel,1100,UP_suma,18.1,1.0323578626791556,18.1
2017-10-04,simple lógica,1053,UP_suma,16.6,2.0557193986163047,16.6
2017-10-04,gad3,1238,UP_suma,17.9,2.089262751187532,17.9
2017-09-13,invymark,NA,PP,30.2,1,30.2
2017-09-13,invymark,NA,PSOE,24.5,1,24.5
2017-09-13,invymark,NA,Cs,14.1,1,14.1
2017-09-13,invymark,NA,UP,20,1,20
2017-09-13,invymark,NA,UP_suma,20,1,20
2017-09-11,simple lógica,1078,PP,30.1,2.0605486513351488,30.1
2017-09-11,simple lógica,1078,PSOE,25,2.0605486513351488,25
2017-09-11,simple lógica,1078,Cs,15.8,2.0605486513351488,15.8
2017-09-11,simple lógica,1078,UP,18.8,2.0605486513351488,18.8
2017-09-11,simple lógica,1078,UP_suma,18.8,2.0605486513351488,18.8
2017-09-07,sigma dos,1000,PP,30.8,2.0451303651271457,30.8
2017-09-07,sigma dos,1000,PSOE,26.4,2.0451303651271457,26.4
2017-09-07,sigma dos,1000,Cs,12.7,2.0451303651271457,12.7
2017-09-07,sigma dos,1000,UP,19.5,2.0451303651271457,19.5
2017-09-07,sigma dos,1000,ERC,2.3,2.0451303651271457,2.3
2017-09-07,sigma dos,1000,PDC,1.3,2.0451303651271457,1.3
2017-09-07,sigma dos,1000,PNV,1.2,2.0451303651271457,1.2
2017-09-07,sigma dos,1000,UP_suma,19.5,2.0451303651271457,19.5
2017-09-06,gad3,1000,PP,31.9,2.0451303651271457,31.9
2017-09-06,gad3,1000,PSOE,23.9,2.0451303651271457,23.9
2017-09-06,gad3,1000,Cs,15.8,2.0451303651271457,15.8
2017-09-06,gad3,1000,UP,18.3,2.0451303651271457,18.3
2017-09-06,gad3,1000,ERC,3.5,2.0451303651271457,3.5
2017-09-06,gad3,1000,PDC,1.3,2.0451303651271457,1.3
2017-09-06,gad3,1000,PNV,1.4,2.0451303651271457,1.4
2017-09-06,gad3,1000,BIL,0.7,2.0451303651271457,0.7
2017-09-06,gad3,1000,CC,0.3,2.0451303651271457,0.3
2017-09-06,gad3,1000,UP_suma,18.3,2.0451303651271457,18.3
2017-09-04,celeste-tel,1100,PP,30.9,1.0323578626791556,30.9
2017-09-04,myword,1003,PP,30.9,2.045743077529199,30.9
2017-09-04,celeste-tel,1100,PSOE,25.4,1.0323578626791556,25.4
2017-09-04,myword,1003,PSOE,26.1,2.045743077529199,26.1
2017-09-04,celeste-tel,1100,Cs,14.9,1.0323578626791556,14.9
2017-09-04,myword,1003,Cs,14.1,2.045743077529199,14.1
2017-09-04,celeste-tel,1100,UP,18.7,1.0323578626791556,18.7
2017-09-04,myword,1003,UP,17.5,2.045743077529199,17.5
2017-09-04,celeste-tel,1100,ERC,2.9,1.0323578626791556,2.9
2017-09-04,celeste-tel,1100,PDC,1.3,1.0323578626791556,1.3
2017-09-04,celeste-tel,1100,PNV,1.2,1.0323578626791556,1.2
2017-09-04,celeste-tel,1100,PAC,1.3,1.0323578626791556,1.3
2017-09-04,celeste-tel,1100,BIL,0.9,1.0323578626791556,0.9
2017-09-04,celeste-tel,1100,CC,0.3,1.0323578626791556,0.3
2017-09-04,celeste-tel,1100,UP_suma,18.7,1.0323578626791556,18.7
2017-09-04,myword,1003,UP_suma,17.5,2.045743077529199,17.5
